Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,MA20,MA50,Volatility,Target
2016-07-25,22.15942001342773,24.334999084472656,24.709999084472656,24.229999542236328,24.5625,161531600,-0.013379356124286312,24.232375049591063,24.225450019836426,0.009421664882157788,24.167499542236328
2016-07-26,22.00688934326172,24.167499542236328,24.49250030517578,24.104999542236328,24.20499992370605,224959200,-0.006883071647337924,24.29025001525879,24.25620002746582,0.008845425910678287,25.737499237060547
2016-07-27,23.436532974243164,25.737499237060547,26.08749961853028,25.6875,26.0674991607666,369379200,0.06496326573133504,24.407250022888185,24.301550025939942,0.01633108538325701,26.084999084472656
2016-07-28,23.75295829772949,26.084999084472656,26.112499237060547,25.70499992370605,25.707500457763672,159479200,0.013501694325908975,24.53149995803833,24.355800018310546,0.016425424101215672,26.052499771118164
2016-07-29,23.723371505737305,26.052499771118164,26.137500762939453,25.920000076293945,26.04750061035156,110934800,-0.0012459004981847377,24.639124965667726,24.40405002593994,0.01638335738984621,26.512500762939453
2016-08-01,24.142248153686523,26.512500762939453,26.537500381469727,26.102500915527344,26.102500915527344,152671600,0.017656693056811612,24.766125011444093,24.46330005645752,0.016641337776662823,26.1200008392334
2016-08-02,23.78483390808105,26.1200008392334,26.51749992370605,26.0,26.512500762939453,135266400,-0.014804334272937036,24.884750080108642,24.50960006713867,0.016932446039989398,26.44750022888184
2016-08-03,24.083053588867188,26.44750022888184,26.459999084472656,26.1924991607666,26.20249938964844,120810400,0.012538261069139134,25.013000106811525,24.55640007019043,0.017018192315570453,26.467500686645508
2016-08-04,24.231830596923828,26.467500686645508,26.5,26.31999969482422,26.395000457763672,109634800,0.0007562324450545166,25.137125110626222,24.596250076293945,0.017046981760367966,26.8700008392334
2016-08-05,24.60033226013184,26.8700008392334,26.912500381469727,26.545000076293945,26.5674991607666,162213600,0.015207335114606257,25.272125148773192,24.635550079345702,0.01718988661985755,27.092500686645508
2016-08-08,24.80403709411621,27.092500686645508,27.092500686645508,26.790000915527344,26.8799991607666,112148800,0.008280604408736458,25.414500141143797,24.675350074768065,0.017191739779402557,27.20249938964844
2016-08-09,24.904747009277344,27.20249938964844,27.23500061035156,27.002500534057617,27.0575008392334,105260800,0.004060116276278336,25.556875133514406,24.71765007019043,0.017193774534603728,27.0
2016-08-10,24.719348907470703,27.0,27.225000381469727,26.940000534057617,27.177499771118164,96034000,-0.0074441464641847865,25.69600009918213,24.75835006713867,0.017260703244236505,26.982500076293945
2016-08-11,24.70332908630371,26.982500076293945,27.232500076293945,26.96249961853028,27.1299991607666,109938000,-0.0006481453224465028,25.810250091552735,24.80570007324219,0.016977063842292073,27.045000076293945
2016-08-12,24.76055145263672,27.045000076293945,27.11000061035156,26.94499969482422,26.94499969482422,74641600,0.0023163161242760744,25.92775011062622,24.858000068664552,0.016950660997125635,27.3700008392334
2016-08-15,25.05809783935547,27.3700008392334,27.38500022888184,27.020000457763672,27.03499984741211,103472800,0.012017036865321629,26.048375129699707,24.915800094604492,0.0169790702840748,27.34499931335449
2016-08-16,25.03520393371582,27.34499931335449,27.5575008392334,27.302499771118164,27.40749931335449,135177600,-0.0009134645638400052,26.167250061035155,24.969550094604493,0.01699934857824198,27.30500030517578
2016-08-17,24.99858856201172,27.30500030517578,27.342500686645508,27.084999084472656,27.27499961853028,101424000,-0.0014627540385115934,26.28300008773804,25.020500106811525,0.01703527103308566,27.270000457763672
2016-08-18,24.9665470123291,27.270000457763672,27.39999961853028,27.2549991607666,27.3075008392334,87938800,-0.0012818109145186218,26.403625106811525,25.071200103759764,0.016936036845814705,27.34000015258789
2016-08-19,25.03063201904297,27.34000015258789,27.42250061035156,27.09000015258789,27.1924991607666,101472400,0.002566912125015808,26.537375068664552,25.119750099182127,0.016690052354711705,27.127500534057617
2016-08-22,24.836082458496094,27.127500534057617,27.27499961853028,26.96249961853028,27.21500015258789,103280800,-0.007772480517347691,26.6770001411438,25.168150100708008,0.016404604551024514,27.21249961853028
2016-08-23,24.913902282714844,27.21249961853028,27.32999992370605,27.13249969482422,27.147499084472656,85030800,0.003133317954079562,26.829250144958497,25.22570011138916,0.016155402565375458,27.00749969482422
2016-08-24,24.726213455200195,27.00749969482422,27.1875,26.920000076293945,27.14249992370605,94700400,-0.0075333000121189375,26.89275016784668,25.278550109863282,0.008623616442759085,26.89249992370605
2016-08-25,24.62092971801757,26.89249992370605,26.96999931335449,26.670000076293945,26.84749984741211,100344800,-0.00425806803360651,26.93312520980835,25.33070011138916,0.00833486234787466,26.73500061035156
2016-08-26,24.476736068725582,26.73500061035156,26.987499237060547,26.57749938964844,26.852500915527344,111065200,-0.005856625966396467,26.967250251770018,25.377650108337402,0.008479028122539456,26.70499992370605
2016-08-29,24.449264526367188,26.70499992370605,26.86000061035156,26.57250022888184,26.655000686645508,99881200,-0.0011221502136001815,26.976875209808348,25.43510009765625,0.0075662856202370786,26.5
2016-08-30,24.26157760620117,26.5,26.625,26.375,26.450000762939453,99455600,-0.007676462246460125,26.99587516784668,25.489600105285646,0.006956252956972951,26.52499961853028
2016-08-31,24.28447151184082,26.52499961853028,26.64249992370605,26.40999984741211,26.415000915527344,118649600,0.000943381831331358,26.9997501373291,25.540550079345703,0.006381072887871361,26.6825008392334
2016-09-01,24.42866516113281,26.6825008392334,26.700000762939453,26.405000686645508,26.53499984741211,106806000,0.005937840639706815,27.010500144958495,25.59645008087158,0.006510199590041631,26.9325008392334
2016-09-02,24.657548904418945,26.9325008392334,27.0,26.70499992370605,26.924999237060547,107210000,0.009369436602149506,27.013625144958496,25.654600105285645,0.0059162973619865675,26.924999237060547
2016-09-06,24.650684356689453,26.924999237060547,27.075000762939453,26.877500534057617,26.975000381469727,107521600,-0.00027853344246164813,27.00525007247925,25.726100082397462,0.005596841544605409,27.09000015258789
2016-09-07,24.80174446105957,27.09000015258789,27.190000534057617,26.76749992370605,26.957500457763672,169457200,0.006128167881253921,26.99962511062622,25.807700080871584,0.005699699979455714,26.3799991607666
2016-09-08,24.15171432495117,26.3799991607666,26.8174991607666,26.309999465942383,26.8125,212008000,-0.02620896965013353,26.96862506866455,25.86735008239746,0.008026064624908947,25.78249931335449
2016-09-09,23.60468864440918,25.78249931335449,26.43000030517578,25.78249931335449,26.15999984741211,186228000,-0.022649729583795408,26.908625030517577,25.911000061035157,0.009354421597347534,26.36000061035156
2016-09-12,24.13340950012207,26.36000061035156,26.43000030517578,25.63249969482422,25.662500381469727,181171200,0.022398964893909357,26.87437505722046,25.960200080871584,0.010829671817224851,26.987499237060547
2016-09-13,24.707904815673828,26.987499237060547,27.19750022888184,26.809999465942383,26.877500534057617,248704800,0.023804954938527967,26.855249977111818,26.02050006866455,0.011860097040336961,27.9424991607666
2016-09-14,25.582237243652344,27.9424991607666,28.25749969482422,27.14999961853028,27.1825008392334,443554800,0.03538675129982405,26.885124969482423,26.104400062561034,0.014334892574103874,28.89249992370605
2016-09-15,26.45199203491211,28.89249992370605,28.9325008392334,28.372499465942383,28.46500015258789,359934400,0.033998417874995246,26.964499950408936,26.20460006713867,0.01607808889661361,28.729999542236328
2016-09-16,26.3032169342041,28.729999542236328,29.03249931335449,28.51000022888184,28.780000686645508,319547600,-0.005624310180802117,27.03749990463257,26.299500045776366,0.016167339802431988,28.395000457763672
2016-09-19,25.99651908874512,28.395000457763672,29.045000076293945,28.3125,28.79750061035156,188092000,-0.011660253735130466,27.090249919891356,26.38400005340576,0.016484971389732116,28.39249992370605
2016-09-20,25.994224548339844,28.39249992370605,28.530000686645508,28.127500534057617,28.262500762939453,138057200,-8.806247639758791e-05,27.15349988937378,26.466950035095216,0.016333504016456352,28.387500762939453
2016-09-21,25.989643096923828,28.387500762939453,28.497499465942383,28.11000061035156,28.46249961853028,144012800,-0.00017607328625623975,27.212249946594238,26.54760005950928,0.016342521901647596,28.655000686645508
2016-09-22,26.234554290771484,28.655000686645508,28.73500061035156,28.5,28.58749961853028,124296000,0.009423158661972852,27.294624996185302,26.636350059509276,0.016248282068894313,28.177499771118164
2016-09-23,25.7973861694336,28.177499771118164,28.69750022888184,27.887500762939453,28.604999542236328,209924800,-0.016663790057066086,27.358874988555907,26.705950050354005,0.016771905748341552,28.21999931335449
2016-09-26,25.836292266845703,28.21999931335449,28.34749984741211,27.887500762939453,27.90999984741211,119477600,0.0015082793924776627,27.433124923706053,26.77645004272461,0.016659958248913066,28.272499084472656
2016-09-27,25.884361267089844,28.272499084472656,28.295000076293945,28.084999084472656,28.25,98429600,0.0018603746419414424,27.511499881744385,26.84275001525879,0.016635980087114227,28.487499237060547
2016-09-28,26.08119773864746,28.487499237060547,28.65999984741211,28.357500076293945,28.42250061035156,118564400,0.007604568380938481,27.61087484359741,26.91314998626709,0.016470560206769486,28.045000076293945
2016-09-29,25.67607879638672,28.045000076293945,28.450000762939453,27.950000762939453,28.290000915527344,143548000,-0.015533099521453875,27.686874866485596,26.974249992370606,0.017021223331862533,28.262500762939453
2016-09-30,25.875205993652344,28.262500762939453,28.342500686645508,27.950000762939453,28.114999771118164,145516400,0.007755417580810109,27.7658748626709,27.042350006103515,0.01704298351196313,28.1299991607666
2016-10-03,25.75389671325684,28.1299991607666,28.262500762939453,28.06999969482422,28.177499771118164,86807200,-0.004688247628341524,27.825749778747557,27.1116499710083,0.01705711913020681,28.25
2016-10-04,25.86376571655273,28.25,28.57749938964844,28.15749931335449,28.26499938964844,118947200,0.0042659382443481775,27.891999816894533,27.189949989318848,0.017051020953926018,28.262500762939453
2016-10-05,25.875205993652344,28.262500762939453,28.415000915527344,28.17250061035156,28.350000381469727,85812400,0.0004425048828125,27.950624847412108,27.27185001373291,0.017035475886159453,28.47249984741211
2016-10-06,26.06746482849121,28.47249984741211,28.584999084472656,28.28249931335449,28.424999237060547,115117200,0.007430307962982052,28.055249881744384,27.32655002593994,0.01568397854309336,28.51499938964844
2016-10-07,26.10637664794922,28.51499938964844,28.63999938964844,28.377500534057617,28.57749938964844,97433600,0.0014926522948139898,28.19187488555908,27.375150032043457,0.014406867915598526,29.012500762939453
2016-10-10,26.56185913085937,29.012500762939453,29.1875,28.68000030517578,28.7549991607666,144944000,0.01744700627528739,28.324499893188477,27.434350051879882,0.014134750051007738,29.075000762939453
2016-10-11,26.61907768249512,29.075000762939453,29.67250061035156,29.049999237060547,29.424999237060547,256164000,0.0021542438037549516,28.428874969482422,27.48560005187988,0.013421716444885984,29.334999084472656
2016-10-12,26.85711097717285,29.334999084472656,29.4950008392334,29.1875,29.33749961853028,150347200,0.008942332406216558,28.498499965667726,27.54990001678467,0.011279581685373349,29.2450008392334
2016-10-13,26.774721145629883,29.2450008392334,29.36000061035156,28.93000030517578,29.19750022888184,140769600,-0.003067947777332436,28.516125011444093,27.6058500289917,0.008544322735284469,29.40749931335449
2016-10-14,26.923484802246094,29.40749931335449,29.542499542236328,29.28249931335449,29.46999931335449,142608800,0.005556453050365118,28.55,27.664650001525878,0.008478316219891632,29.387500762939453
2016-10-17,26.90517807006836,29.387500762939453,29.459999084472656,29.19499969482422,29.332500457763672,94499600,-0.0006800493371414973,28.599625015258788,27.715,0.007940134426523868,29.36750030517578
2016-10-18,26.88686752319336,29.36750030517578,29.552499771118164,29.362499237060547,29.545000076293945,98214000,-0.0006805770223541341,28.648375034332275,27.760499992370605,0.007948451704206194,29.280000686645508
2016-10-19,26.80676651000977,29.280000686645508,29.440000534057617,28.450000762939453,29.3125,80138400,-0.0029794711031245757,28.693000030517577,27.802050018310545,0.008008137153661514,29.26499938964844
2016-10-20,26.79302978515625,29.26499938964844,29.34499931335449,29.082500457763672,29.21500015258789,96503200,-0.0005123393663002407,28.723499965667724,27.847350006103515,0.007801457732261159,29.14999961853028
2016-10-21,26.68774032592773,29.14999961853028,29.227500915527344,29.06999969482422,29.20249938964844,92770800,-0.003929601008597294,28.77212495803833,27.890699996948243,0.006721797520830133,29.412500381469727
2016-10-24,26.92807006835937,29.412500381469727,29.434999465942383,29.25,29.27499961853028,94154800,0.009005172088323965,28.831750011444093,27.938050003051757,0.006915641500612665,29.5625
2016-10-25,27.06539726257324,29.5625,29.59000015258789,29.32749938964844,29.487499237060547,192516000,0.0050998594673976605,28.89625005722046,27.98189998626709,0.006947736929812732,28.897499084472656
2016-10-26,26.456567764282227,28.897499084472656,28.924999237060547,28.32749938964844,28.57749938964844,264536800,-0.022494745556950302,28.916750049591066,28.012949981689452,0.008753522987917386,28.6200008392334
